t(s),x(m),v(m/s)
8.501,0.27,0.256
8.502,0.271,0.256
8.503,0.271,0.256
8.504,0.271,0.256
8.505,0.271,0.256
8.506,0.272,0.257
8.507,0.272,0.257
8.508,0.272,0.257
8.509,0.272,0.257
8.51,0.273,0.257
8.511,0.273,0.257
8.512,0.273,0.257
8.513,0.273,0.257
8.514,0.274,0.257
8.515,0.274,0.258
8.516,0.274,0.258
8.517,0.274,0.258
8.518,0.275,0.258
8.519,0.275,0.258
8.52,0.275,0.258
8.521,0.276,0.258
8.522,0.276,0.258
8.523,0.276,0.259
8.524,0.276,0.259
8.525,0.277,0.259
8.526,0.277,0.259
8.527,0.277,0.259
8.528,0.277,0.259
8.529,0.278,0.259
8.53,0.278,0.259
8.531,0.278,0.26
8.532,0.278,0.26
8.533,0.279,0.26
8.534,0.279,0.26
8.535,0.279,0.26
8.536,0.279,0.26
8.537,0.28,0.26
8.538,0.28,0.26
8.539,0.28,0.261
8.54,0.28,0.261
8.541,0.281,0.261
8.542,0.281,0.261
8.543,0.281,0.261
8.544,0.281,0.261
8.545,0.282,0.261
8.546,0.282,0.261
8.547,0.282,0.261
8.548,0.283,0.262
8.549,0.283,0.262
8.55,0.283,0.262
8.551,0.283,0.262
8.552,0.284,0.262
8.553,0.284,0.262
8.554,0.284,0.262
8.555,0.284,0.262
8.556,0.285,0.263
8.557,0.285,0.263
8.558,0.285,0.263
8.559,0.285,0.263
8.56,0.286,0.263
8.561,0.286,0.263
8.562,0.286,0.263
8.563,0.286,0.263
8.564,0.287,0.264
8.565,0.287,0.264
8.566,0.287,0.264
8.567,0.288,0.264
8.568,0.288,0.264
8.569,0.288,0.264
8.57,0.288,0.264
8.571,0.289,0.264
8.572,0.289,0.265
8.573,0.289,0.265
8.574,0.289,0.265
8.575,0.29,0.265
8.576,0.29,0.265
8.577,0.29,0.265
8.578,0.29,0.265
8.579,0.291,0.265
8.58,0.291,0.265
8.581,0.291,0.266
8.582,0.291,0.266
8.583,0.292,0.266
8.584,0.292,0.266
8.585,0.292,0.266
8.586,0.293,0.266
8.587,0.293,0.266
8.588,0.293,0.266
8.589,0.293,0.267
8.59,0.294,0.267
8.591,0.294,0.267
8.592,0.294,0.267
8.593,0.294,0.267
8.594,0.295,0.267
8.595,0.295,0.267
8.596,0.295,0.267
8.597,0.295,0.268
8.598,0.296,0.268
8.599,0.296,0.268
8.6,0.296,0.268
8.601,0.297,0.268
8.602,0.297,0.268
8.603,0.297,0.268
8.604,0.297,0.268
8.605,0.298,0.269
8.606,0.298,0.269
8.607,0.298,0.269
8.608,0.298,0.269
8.609,0.299,0.269
8.61,0.299,0.269
8.611,0.299,0.269
8.612,0.3,0.269
8.613,0.3,0.269
8.614,0.3,0.27
8.615,0.3,0.27
8.616,0.301,0.27
8.617,0.301,0.27
8.618,0.301,0.27
8.619,0.301,0.27
8.62,0.302,0.27
8.621,0.302,0.27
8.622,0.302,0.271
8.623,0.302,0.271
8.624,0.303,0.271
8.625,0.303,0.271
8.626,0.303,0.271
8.627,0.304,0.271
8.628,0.304,0.271
8.629,0.304,0.271
8.63,0.304,0.272
8.631,0.305,0.272
8.632,0.305,0.272
8.633,0.305,0.272
8.634,0.305,0.272
8.635,0.306,0.272
8.636,0.306,0.272
8.637,0.306,0.272
8.638,0.307,0.272
8.639,0.307,0.273
8.64,0.307,0.273
8.641,0.307,0.273
8.642,0.308,0.273
8.643,0.308,0.273
8.644,0.308,0.273
8.645,0.308,0.273
8.646,0.309,0.273
8.647,0.309,0.274
8.648,0.309,0.274
8.649,0.31,0.274
8.65,0.31,0.274
8.651,0.31,0.274
8.652,0.31,0.274
8.653,0.311,0.274
8.654,0.311,0.274
8.655,0.311,0.275
8.656,0.311,0.275
8.657,0.312,0.275
8.658,0.312,0.275
8.659,0.312,0.275
8.66,0.313,0.275
8.661,0.313,0.275
8.662,0.313,0.275
8.663,0.313,0.276
8.664,0.314,0.276
8.665,0.314,0.276
8.666,0.314,0.276
8.667,0.315,0.276
8.668,0.315,0.276
8.669,0.315,0.276
8.67,0.315,0.276
8.671,0.316,0.276
8.672,0.316,0.277
8.673,0.316,0.277
8.674,0.316,0.277
8.675,0.317,0.277
8.676,0.317,0.277
8.677,0.317,0.277
8.678,0.318,0.277
8.679,0.318,0.277
8.68,0.318,0.278
8.681,0.318,0.278
8.682,0.319,0.278
8.683,0.319,0.278
8.684,0.319,0.278
8.685,0.32,0.278
8.686,0.32,0.278
8.687,0.32,0.278
8.688,0.32,0.279
8.689,0.321,0.279
8.69,0.321,0.279
8.691,0.321,0.279
8.692,0.321,0.279
8.693,0.322,0.279
8.694,0.322,0.279
8.695,0.322,0.279
8.696,0.323,0.28
8.697,0.323,0.28
8.698,0.323,0.28
8.699,0.323,0.28
8.7,0.324,0.28
8.701,0.324,0.28
8.702,0.324,0.28
8.703,0.325,0.28
8.704,0.325,0.28
8.705,0.325,0.281
8.706,0.325,0.281
8.707,0.326,0.281
8.708,0.326,0.281
8.709,0.326,0.281
8.71,0.326,0.281
8.711,0.327,0.281
8.712,0.327,0.281
8.713,0.327,0.282
8.714,0.328,0.282
8.715,0.328,0.282
8.716,0.328,0.282
8.717,0.328,0.282
8.718,0.329,0.282
8.719,0.329,0.282
8.72,0.329,0.282
8.721,0.33,0.283
8.722,0.33,0.283
8.723,0.33,0.283
8.724,0.33,0.283
8.725,0.331,0.283
8.726,0.331,0.283
8.727,0.331,0.283
8.728,0.332,0.283
8.729,0.332,0.284
8.73,0.332,0.284
8.731,0.332,0.284
8.732,0.333,0.284
8.733,0.333,0.284
8.734,0.333,0.284
8.735,0.334,0.284
8.736,0.334,0.284
8.737,0.334,0.284
8.738,0.334,0.285
8.739,0.335,0.285
8.74,0.335,0.285
8.741,0.335,0.285
8.742,0.336,0.285
8.743,0.336,0.285
8.744,0.336,0.285
8.745,0.336,0.285
8.746,0.337,0.286
8.747,0.337,0.286
8.748,0.337,0.286
8.749,0.338,0.286
8.75,0.338,0.286
8.751,0.338,0.286
8.752,0.338,0.286
8.753,0.339,0.286
8.754,0.339,0.287
8.755,0.339,0.287
8.756,0.34,0.287
8.757,0.34,0.287
8.758,0.34,0.287
8.759,0.34,0.287
8.76,0.341,0.287
8.761,0.341,0.287
8.762,0.341,0.288
8.763,0.342,0.288
8.764,0.342,0.288
8.765,0.342,0.288
8.766,0.342,0.288
8.767,0.343,0.288
8.768,0.343,0.288
8.769,0.343,0.288
8.77,0.344,0.288
8.771,0.344,0.289
8.772,0.344,0.289
8.773,0.344,0.289
8.774,0.345,0.289
8.775,0.345,0.289
8.776,0.345,0.289
8.777,0.346,0.289
8.778,0.346,0.289
8.779,0.346,0.29
8.78,0.346,0.29
8.781,0.347,0.29
8.782,0.347,0.29
8.783,0.347,0.29
8.784,0.348,0.29
8.785,0.348,0.29
8.786,0.348,0.29
8.787,0.349,0.291
8.788,0.349,0.291
8.789,0.349,0.291
8.79,0.349,0.291
8.791,0.35,0.291
8.792,0.35,0.291
8.793,0.35,0.291
8.794,0.351,0.291
8.795,0.351,0.292
8.796,0.351,0.292
8.797,0.351,0.292
8.798,0.352,0.292
8.799,0.352,0.292
8.8,0.352,0.292
8.801,0.353,0.292
8.802,0.353,0.292
8.803,0.353,0.292
8.804,0.353,0.293
8.805,0.354,0.293
8.806,0.354,0.293
8.807,0.354,0.293
8.808,0.355,0.293
8.809,0.355,0.293
8.81,0.355,0.293
8.811,0.356,0.293
8.812,0.356,0.294
8.813,0.356,0.294
8.814,0.356,0.294
8.815,0.357,0.294
8.816,0.357,0.294
8.817,0.357,0.294
8.818,0.358,0.294
8.819,0.358,0.294
8.82,0.358,0.295
8.821,0.358,0.295
8.822,0.359,0.295
8.823,0.359,0.295
8.824,0.359,0.295
8.825,0.36,0.295
8.826,0.36,0.295
8.827,0.36,0.295
8.828,0.361,0.296
8.829,0.361,0.296
8.83,0.361,0.296
8.831,0.361,0.296
8.832,0.362,0.296
8.833,0.362,0.296
8.834,0.362,0.296
8.835,0.363,0.296
8.836,0.363,0.296
8.837,0.363,0.297
8.838,0.363,0.297
8.839,0.364,0.297
8.84,0.364,0.297
8.841,0.364,0.297
8.842,0.365,0.297
8.843,0.365,0.297
8.844,0.365,0.297
8.845,0.366,0.298
8.846,0.366,0.298
8.847,0.366,0.298
8.848,0.366,0.298
8.849,0.367,0.298
8.85,0.367,0.298
8.851,0.367,0.298
8.852,0.368,0.298
8.853,0.368,0.299
8.854,0.368,0.299
8.855,0.369,0.299
8.856,0.369,0.299
8.857,0.369,0.299
8.858,0.369,0.299
8.859,0.37,0.299
8.86,0.37,0.299
8.861,0.37,0.3
8.862,0.371,0.3
8.863,0.371,0.3
8.864,0.371,0.3
8.865,0.372,0.3
8.866,0.372,0.3
8.867,0.372,0.3
8.868,0.372,0.3
8.869,0.373,0.3
8.87,0.373,0.301
8.871,0.373,0.301
8.872,0.374,0.301
8.873,0.374,0.301
8.874,0.374,0.301
8.875,0.375,0.301
8.876,0.375,0.301
8.877,0.375,0.301
8.878,0.375,0.302
8.879,0.376,0.302
8.88,0.376,0.302
8.881,0.376,0.302
8.882,0.377,0.302
8.883,0.377,0.302
8.884,0.377,0.302
8.885,0.378,0.302
8.886,0.378,0.303
8.887,0.378,0.303
8.888,0.378,0.303
8.889,0.379,0.303
8.89,0.379,0.303
8.891,0.379,0.303
8.892,0.38,0.303
8.893,0.38,0.303
8.894,0.38,0.304
8.895,0.381,0.304
8.896,0.381,0.304
8.897,0.381,0.304
8.898,0.382,0.304
8.899,0.382,0.304
8.9,0.382,0.304
8.901,0.382,0.304
8.902,0.383,0.304
8.903,0.383,0.305
8.904,0.383,0.305
8.905,0.384,0.305
8.906,0.384,0.305
8.907,0.384,0.305
8.908,0.385,0.305
8.909,0.385,0.305
8.91,0.385,0.305
8.911,0.385,0.306
8.912,0.386,0.306
8.913,0.386,0.306
8.914,0.386,0.306
8.915,0.387,0.306
8.916,0.387,0.306
8.917,0.387,0.306
8.918,0.388,0.306
8.919,0.388,0.307
8.92,0.388,0.307
8.921,0.389,0.307
8.922,0.389,0.307
8.923,0.389,0.307
8.924,0.389,0.307
8.925,0.39,0.307
8.926,0.39,0.307
8.927,0.39,0.308
8.928,0.391,0.308
8.929,0.391,0.308
8.93,0.391,0.308
8.931,0.392,0.308
8.932,0.392,0.308
8.933,0.392,0.308
8.934,0.393,0.308
8.935,0.393,0.308
8.936,0.393,0.309
8.937,0.393,0.309
8.938,0.394,0.309
8.939,0.394,0.309
8.94,0.394,0.309
8.941,0.395,0.309
8.942,0.395,0.309
8.943,0.395,0.309
8.944,0.396,0.31
8.945,0.396,0.31
8.946,0.396,0.31
8.947,0.397,0.31
8.948,0.397,0.31
8.949,0.397,0.31
8.95,0.397,0.31
8.951,0.398,0.31
8.952,0.398,0.311
8.953,0.398,0.311
8.954,0.399,0.311
8.955,0.399,0.311
8.956,0.399,0.311
8.957,0.4,0.311
8.958,0.4,0.311
8.959,0.4,0.311
8.96,0.401,0.311
8.961,0.401,0.312
8.962,0.401,0.312
8.963,0.402,0.312
8.964,0.402,0.312
8.965,0.402,0.312
8.966,0.402,0.312
8.967,0.403,0.312
8.968,0.403,0.312
8.969,0.403,0.313
8.97,0.404,0.313
8.971,0.404,0.313
8.972,0.404,0.313
8.973,0.405,0.313
8.974,0.405,0.313
8.975,0.405,0.313
8.976,0.406,0.313
8.977,0.406,0.314
8.978,0.406,0.314
8.979,0.407,0.314
8.98,0.407,0.314
8.981,0.407,0.314
8.982,0.407,0.314
8.983,0.408,0.314
8.984,0.408,0.314
8.985,0.408,0.315
8.986,0.409,0.315
8.987,0.409,0.315
8.988,0.409,0.315
8.989,0.41,0.315
8.99,0.41,0.315
8.991,0.41,0.315
8.992,0.411,0.315
8.993,0.411,0.315
8.994,0.411,0.316
8.995,0.412,0.316
8.996,0.412,0.316
8.997,0.412,0.316
8.998,0.413,0.316
8.999,0.413,0.316
9.0,0.413,0.316
9.001,0.413,0.316
9.002,0.414,0.317
9.003,0.414,0.317
9.004,0.414,0.317
9.005,0.415,0.317
9.006,0.415,0.317
9.007,0.415,0.317
9.008,0.416,0.317
9.009,0.416,0.317
9.01,0.416,0.318
9.011,0.417,0.318
9.012,0.417,0.318
9.013,0.417,0.318
9.014,0.418,0.318
9.015,0.418,0.318
9.016,0.418,0.318
9.017,0.419,0.318
9.018,0.419,0.319
9.019,0.419,0.319
9.02,0.419,0.319
9.021,0.42,0.319
9.022,0.42,0.319
9.023,0.42,0.319
9.024,0.421,0.319
9.025,0.421,0.319
9.026,0.421,0.319
9.027,0.422,0.32
9.028,0.422,0.32
9.029,0.422,0.32
9.03,0.423,0.32
9.031,0.423,0.32
9.032,0.423,0.32
9.033,0.424,0.32
9.034,0.424,0.32
9.035,0.424,0.321
9.036,0.425,0.321
9.037,0.425,0.321
9.038,0.425,0.321
9.039,0.426,0.321
9.04,0.426,0.321
9.041,0.426,0.321
9.042,0.427,0.321
9.043,0.427,0.322
9.044,0.427,0.322
9.045,0.428,0.322
9.046,0.428,0.322
9.047,0.428,0.322
9.048,0.428,0.322
9.049,0.429,0.322
9.05,0.429,0.322
9.051,0.429,0.323
9.052,0.43,0.323
9.053,0.43,0.323
9.054,0.43,0.323
9.055,0.431,0.323
9.056,0.431,0.323
9.057,0.431,0.323
9.058,0.432,0.323
9.059,0.432,0.323
9.06,0.432,0.324
9.061,0.433,0.324
9.062,0.433,0.324
9.063,0.433,0.324
9.064,0.434,0.324
9.065,0.434,0.324
9.066,0.434,0.324
9.067,0.435,0.324
9.068,0.435,0.325
9.069,0.435,0.325
9.07,0.436,0.325
9.071,0.436,0.325
9.072,0.436,0.325
9.073,0.437,0.325
9.074,0.437,0.325
9.075,0.437,0.325
9.076,0.438,0.326
9.077,0.438,0.326
9.078,0.438,0.326
9.079,0.439,0.326
9.08,0.439,0.326
9.081,0.439,0.326
9.082,0.439,0.326
9.083,0.44,0.326
9.084,0.44,0.327
9.085,0.44,0.327
9.086,0.441,0.327
9.087,0.441,0.327
9.088,0.441,0.327
9.089,0.442,0.327
9.09,0.442,0.327
9.091,0.442,0.327
9.092,0.443,0.327
9.093,0.443,0.328
9.094,0.443,0.328
9.095,0.444,0.328
9.096,0.444,0.328
9.097,0.444,0.328
9.098,0.445,0.328
9.099,0.445,0.328
9.1,0.445,0.328
9.101,0.446,0.329
9.102,0.446,0.329
9.103,0.446,0.329
9.104,0.447,0.329
9.105,0.447,0.329
9.106,0.447,0.329
9.107,0.448,0.329
9.108,0.448,0.329
9.109,0.448,0.33
9.11,0.449,0.33
9.111,0.449,0.33
9.112,0.449,0.33
9.113,0.45,0.33
9.114,0.45,0.33
9.115,0.45,0.33
9.116,0.451,0.33
9.117,0.451,0.331
9.118,0.451,0.331
9.119,0.452,0.331
9.12,0.452,0.331
9.121,0.452,0.331
9.122,0.453,0.331
9.123,0.453,0.331
9.124,0.453,0.331
9.125,0.454,0.331
9.126,0.454,0.332
9.127,0.454,0.332
9.128,0.455,0.332
9.129,0.455,0.332
9.13,0.455,0.332
9.131,0.456,0.332
9.132,0.456,0.332
9.133,0.456,0.332
9.134,0.457,0.333
9.135,0.457,0.333
9.136,0.457,0.333
9.137,0.458,0.333
9.138,0.458,0.333
9.139,0.458,0.333
9.14,0.459,0.333
9.141,0.459,0.333
9.142,0.459,0.334
9.143,0.46,0.334
9.144,0.46,0.334
9.145,0.46,0.334
9.146,0.461,0.334
9.147,0.461,0.334
9.148,0.461,0.334
9.149,0.462,0.334
9.15,0.462,0.335
9.151,0.462,0.335
9.152,0.463,0.335
9.153,0.463,0.335
9.154,0.463,0.335
9.155,0.464,0.335
9.156,0.464,0.335
9.157,0.464,0.335
9.158,0.465,0.335
9.159,0.465,0.336
9.16,0.465,0.336
9.161,0.466,0.336
9.162,0.466,0.336
9.163,0.466,0.336
9.164,0.467,0.336
9.165,0.467,0.336
9.166,0.467,0.336
9.167,0.468,0.337
9.168,0.468,0.337
9.169,0.468,0.337
9.17,0.469,0.337
9.171,0.469,0.337
9.172,0.469,0.337
9.173,0.47,0.337
9.174,0.47,0.337
9.175,0.47,0.338
9.176,0.471,0.338
9.177,0.471,0.338
9.178,0.471,0.338
9.179,0.472,0.338
9.18,0.472,0.338
9.181,0.472,0.338
9.182,0.473,0.338
9.183,0.473,0.339
9.184,0.473,0.339
9.185,0.474,0.339
9.186,0.474,0.339
9.187,0.474,0.339
9.188,0.475,0.339
9.189,0.475,0.339
9.19,0.475,0.339
9.191,0.476,0.339
9.192,0.476,0.34
9.193,0.476,0.34
9.194,0.477,0.34
9.195,0.477,0.34
9.196,0.477,0.34
9.197,0.478,0.34
9.198,0.478,0.34
9.199,0.478,0.34
9.2,0.479,0.341
9.201,0.479,0.341
9.202,0.48,0.341
9.203,0.48,0.341
9.204,0.48,0.341
9.205,0.481,0.341
9.206,0.481,0.341
9.207,0.481,0.341
9.208,0.482,0.342
9.209,0.482,0.342
9.21,0.482,0.342
9.211,0.483,0.342
9.212,0.483,0.342
9.213,0.483,0.342
9.214,0.484,0.342
9.215,0.484,0.342
9.216,0.484,0.343
9.217,0.485,0.343
9.218,0.485,0.343
9.219,0.485,0.343
9.22,0.486,0.343
9.221,0.486,0.343
9.222,0.486,0.343
9.223,0.487,0.343
9.224,0.487,0.343
9.225,0.487,0.344
9.226,0.488,0.344
9.227,0.488,0.344
9.228,0.488,0.344
9.229,0.489,0.344
9.23,0.489,0.344
9.231,0.489,0.344
9.232,0.49,0.344
9.233,0.49,0.345
9.234,0.49,0.345
9.235,0.491,0.345
9.236,0.491,0.345
9.237,0.492,0.345
9.238,0.492,0.345
9.239,0.492,0.345
9.24,0.493,0.345
9.241,0.493,0.346
9.242,0.493,0.346
9.243,0.494,0.346
9.244,0.494,0.346
9.245,0.494,0.346
9.246,0.495,0.346
9.247,0.495,0.346
9.248,0.495,0.346
9.249,0.496,0.346
9.25,0.496,0.347
9.251,0.496,0.347
9.252,0.497,0.347
9.253,0.497,0.347
9.254,0.497,0.347
9.255,0.498,0.347
9.256,0.498,0.347
9.257,0.498,0.347
9.258,0.499,0.348
9.259,0.499,0.348
9.26,0.499,0.348
9.261,0.5,0.348
9.262,0.5,0.348
9.263,0.501,0.348
9.264,0.501,0.348
9.265,0.501,0.348
9.266,0.502,0.349
9.267,0.502,0.349
9.268,0.502,0.349
9.269,0.503,0.349
9.27,0.503,0.349
9.271,0.503,0.349
9.272,0.504,0.349
9.273,0.504,0.349
9.274,0.504,0.35
9.275,0.505,0.35
9.276,0.505,0.35
9.277,0.505,0.35
9.278,0.506,0.35
9.279,0.506,0.35
9.28,0.506,0.35
9.281,0.507,0.35
9.282,0.507,0.35
9.283,0.508,0.351
9.284,0.508,0.351
9.285,0.508,0.351
9.286,0.509,0.351
9.287,0.509,0.351
9.288,0.509,0.351
9.289,0.51,0.351
9.29,0.51,0.351
9.291,0.51,0.352
9.292,0.511,0.352
9.293,0.511,0.352
9.294,0.511,0.352
9.295,0.512,0.352
9.296,0.512,0.352
9.297,0.512,0.352
9.298,0.513,0.352
9.299,0.513,0.353
9.3,0.513,0.353
9.301,0.514,0.353
9.302,0.514,0.353
9.303,0.515,0.353
9.304,0.515,0.353
9.305,0.515,0.353
9.306,0.516,0.353
9.307,0.516,0.354
9.308,0.516,0.354
9.309,0.517,0.354
9.31,0.517,0.354
9.311,0.517,0.354
9.312,0.518,0.354
9.313,0.518,0.354
9.314,0.518,0.354
9.315,0.519,0.354
9.316,0.519,0.355
9.317,0.52,0.355
9.318,0.52,0.355
9.319,0.52,0.355
9.32,0.521,0.355
9.321,0.521,0.355
9.322,0.521,0.355
9.323,0.522,0.355
9.324,0.522,0.356
9.325,0.522,0.356
9.326,0.523,0.356
9.327,0.523,0.356
9.328,0.523,0.356
9.329,0.524,0.356
9.33,0.524,0.356
9.331,0.524,0.356
9.332,0.525,0.357
9.333,0.525,0.357
9.334,0.526,0.357
9.335,0.526,0.357
9.336,0.526,0.357
9.337,0.527,0.357
9.338,0.527,0.357
9.339,0.527,0.357
9.34,0.528,0.358
9.341,0.528,0.358
9.342,0.528,0.358
9.343,0.529,0.358
9.344,0.529,0.358
9.345,0.529,0.358
9.346,0.53,0.358
9.347,0.53,0.358
9.348,0.531,0.358
9.349,0.531,0.359
9.35,0.531,0.359
9.351,0.532,0.359
9.352,0.532,0.359
9.353,0.532,0.359
9.354,0.533,0.359
9.355,0.533,0.359
9.356,0.533,0.359
9.357,0.534,0.36
9.358,0.534,0.36
9.359,0.535,0.36
9.36,0.535,0.36
9.361,0.535,0.36
9.362,0.536,0.36
9.363,0.536,0.36
9.364,0.536,0.36
9.365,0.537,0.361
9.366,0.537,0.361
9.367,0.537,0.361
9.368,0.538,0.361
9.369,0.538,0.361
9.37,0.538,0.361
9.371,0.539,0.361
9.372,0.539,0.361
9.373,0.54,0.362
9.374,0.54,0.362
9.375,0.54,0.362
9.376,0.541,0.362
9.377,0.541,0.362
9.378,0.541,0.362
9.379,0.542,0.362
9.38,0.542,0.362
9.381,0.542,0.362
9.382,0.543,0.363
9.383,0.543,0.363
9.384,0.544,0.363
9.385,0.544,0.363
9.386,0.544,0.363
9.387,0.545,0.363
9.388,0.545,0.363
9.389,0.545,0.363
9.39,0.546,0.364
9.391,0.546,0.364
9.392,0.546,0.364
9.393,0.547,0.364
9.394,0.547,0.364
9.395,0.548,0.364
9.396,0.548,0.364
9.397,0.548,0.364
9.398,0.549,0.365
9.399,0.549,0.365
9.4,0.549,0.365
9.401,0.55,0.365
9.402,0.55,0.365
9.403,0.55,0.365
9.404,0.551,0.365
9.405,0.551,0.365
9.406,0.552,0.366
9.407,0.552,0.366
9.408,0.552,0.366
9.409,0.553,0.366
9.41,0.553,0.366
9.411,0.553,0.366
9.412,0.554,0.366
9.413,0.554,0.366
9.414,0.554,0.366
9.415,0.555,0.367
9.416,0.555,0.367
9.417,0.556,0.367
9.418,0.556,0.367
9.419,0.556,0.367
9.42,0.557,0.367
9.421,0.557,0.367
9.422,0.557,0.367
9.423,0.558,0.368
9.424,0.558,0.368
9.425,0.559,0.368
9.426,0.559,0.368
9.427,0.559,0.368
9.428,0.56,0.368
9.429,0.56,0.368
9.43,0.56,0.368
9.431,0.561,0.369
9.432,0.561,0.369
9.433,0.561,0.369
9.434,0.562,0.369
9.435,0.562,0.369
9.436,0.563,0.369
9.437,0.563,0.369
9.438,0.563,0.369
9.439,0.564,0.37
9.44,0.564,0.37
9.441,0.564,0.37
9.442,0.565,0.37
9.443,0.565,0.37
9.444,0.566,0.37
9.445,0.566,0.37
9.446,0.566,0.37
9.447,0.567,0.37
9.448,0.567,0.371
9.449,0.567,0.371
9.45,0.568,0.371
9.451,0.568,0.371
9.452,0.569,0.371
9.453,0.569,0.371
9.454,0.569,0.371
9.455,0.57,0.371
9.456,0.57,0.372
9.457,0.57,0.372
9.458,0.571,0.372
9.459,0.571,0.372
9.46,0.571,0.372
9.461,0.572,0.372
9.462,0.572,0.372
9.463,0.573,0.372
9.464,0.573,0.373
9.465,0.573,0.373
9.466,0.574,0.373
9.467,0.574,0.373
9.468,0.574,0.373
9.469,0.575,0.373
9.47,0.575,0.373
9.471,0.576,0.373
9.472,0.576,0.374
9.473,0.576,0.374
9.474,0.577,0.374
9.475,0.577,0.374
9.476,0.577,0.374
9.477,0.578,0.374
9.478,0.578,0.374
9.479,0.579,0.374
9.48,0.579,0.374
9.481,0.579,0.375
9.482,0.58,0.375
9.483,0.58,0.375
9.484,0.58,0.375
9.485,0.581,0.375
9.486,0.581,0.375
9.487,0.582,0.375
9.488,0.582,0.375
9.489,0.582,0.376
9.49,0.583,0.376
9.491,0.583,0.376
9.492,0.583,0.376
9.493,0.584,0.376
9.494,0.584,0.376
9.495,0.585,0.376
9.496,0.585,0.376
9.497,0.585,0.377
9.498,0.586,0.377
9.499,0.586,0.377
9.5,0.586,0.377
9.501,0.587,0.377
9.502,0.587,0.377
9.503,0.588,0.377
9.504,0.588,0.377
9.505,0.588,0.378
9.506,0.589,0.378
9.507,0.589,0.378
9.508,0.589,0.378
9.509,0.59,0.378
9.51,0.59,0.378
9.511,0.591,0.378
9.512,0.591,0.378
9.513,0.591,0.378
9.514,0.592,0.379
9.515,0.592,0.379
9.516,0.592,0.379
9.517,0.593,0.379
9.518,0.593,0.379
9.519,0.594,0.379
9.52,0.594,0.379
9.521,0.594,0.379
9.522,0.595,0.38
9.523,0.595,0.38
9.524,0.596,0.38
9.525,0.596,0.38
9.526,0.596,0.38
9.527,0.597,0.38
9.528,0.597,0.38
9.529,0.597,0.38
9.53,0.598,0.381
9.531,0.598,0.381
9.532,0.599,0.381
9.533,0.599,0.381
9.534,0.599,0.381
9.535,0.6,0.381
9.536,0.6,0.381
9.537,0.6,0.381
9.538,0.601,0.381
9.539,0.601,0.382
9.54,0.602,0.382
9.541,0.602,0.382
9.542,0.602,0.382
9.543,0.603,0.382
9.544,0.603,0.382
9.545,0.604,0.382
9.546,0.604,0.382
9.547,0.604,0.383
9.548,0.605,0.383
9.549,0.605,0.383
9.55,0.605,0.383
9.551,0.606,0.383
9.552,0.606,0.383
9.553,0.607,0.383
9.554,0.607,0.383
9.555,0.607,0.384
9.556,0.608,0.384
9.557,0.608,0.384
9.558,0.609,0.384
9.559,0.609,0.384
9.56,0.609,0.384
9.561,0.61,0.384
9.562,0.61,0.384
9.563,0.61,0.385
9.564,0.611,0.385
9.565,0.611,0.385
9.566,0.612,0.385
9.567,0.612,0.385
9.568,0.612,0.385
9.569,0.613,0.385
9.57,0.613,0.385
9.571,0.614,0.385
9.572,0.614,0.386
9.573,0.614,0.386
9.574,0.615,0.386
9.575,0.615,0.386
9.576,0.615,0.386
9.577,0.616,0.386
9.578,0.616,0.386
9.579,0.617,0.386
9.58,0.617,0.387
9.581,0.617,0.387
9.582,0.618,0.387
9.583,0.618,0.387
9.584,0.619,0.387
9.585,0.619,0.387
9.586,0.619,0.387
9.587,0.62,0.387
9.588,0.62,0.388
9.589,0.62,0.388
9.59,0.621,0.388
9.591,0.621,0.388
9.592,0.622,0.388
9.593,0.622,0.388
9.594,0.622,0.388
9.595,0.623,0.388
9.596,0.623,0.389
9.597,0.624,0.389
9.598,0.624,0.389
9.599,0.624,0.389
9.6,0.625,0.389
9.601,0.625,0.389
9.602,0.626,0.389
9.603,0.626,0.389
9.604,0.626,0.389
9.605,0.627,0.39
9.606,0.627,0.39
9.607,0.627,0.39
9.608,0.628,0.39
9.609,0.628,0.39
9.61,0.629,0.39
9.611,0.629,0.39
9.612,0.629,0.39
9.613,0.63,0.391
9.614,0.63,0.391
9.615,0.631,0.391
9.616,0.631,0.391
9.617,0.631,0.391
9.618,0.632,0.391
9.619,0.632,0.391
9.62,0.633,0.391
9.621,0.633,0.392
9.622,0.633,0.392
9.623,0.634,0.392
9.624,0.634,0.392
9.625,0.635,0.392
9.626,0.635,0.392
9.627,0.635,0.392
9.628,0.636,0.392
9.629,0.636,0.393
9.63,0.636,0.393
9.631,0.637,0.393
9.632,0.637,0.393
9.633,0.638,0.393
9.634,0.638,0.393
9.635,0.638,0.393
9.636,0.639,0.393
9.637,0.639,0.393
9.638,0.64,0.394
9.639,0.64,0.394
9.64,0.64,0.394
9.641,0.641,0.394
9.642,0.641,0.394
9.643,0.642,0.394
9.644,0.642,0.394
9.645,0.642,0.394
9.646,0.643,0.395
9.647,0.643,0.395
9.648,0.644,0.395
9.649,0.644,0.395
9.65,0.644,0.395
9.651,0.645,0.395
9.652,0.645,0.395
9.653,0.646,0.395
9.654,0.646,0.396
9.655,0.646,0.396
9.656,0.647,0.396
9.657,0.647,0.396
9.658,0.648,0.396
9.659,0.648,0.396
9.66,0.648,0.396
9.661,0.649,0.396
9.662,0.649,0.397
9.663,0.649,0.397
9.664,0.65,0.397
9.665,0.65,0.397
