t(s),x(m),v(m/s)
3.604,0.001,0.051
3.605,0.001,0.052
3.606,0.001,0.054
3.607,0.001,0.056
3.608,0.001,0.058
3.609,0.001,0.06
3.61,0.001,0.061
3.611,0.001,0.063
3.612,0.001,0.065
3.613,0.001,0.067
3.614,0.001,0.069
3.615,0.001,0.071
3.616,0.001,0.072
3.617,0.002,0.074
3.618,0.002,0.076
3.619,0.002,0.078
3.62,0.002,0.08
3.621,0.002,0.081
3.622,0.002,0.083
3.623,0.002,0.085
3.624,0.002,0.087
3.625,0.002,0.089
3.626,0.002,0.09
3.627,0.002,0.092
3.628,0.002,0.094
3.629,0.003,0.096
3.63,0.003,0.098
3.631,0.003,0.099
3.632,0.003,0.101
3.633,0.003,0.103
3.634,0.003,0.105
3.635,0.003,0.107
3.636,0.003,0.108
3.637,0.003,0.11
3.638,0.003,0.112
3.639,0.004,0.114
3.64,0.004,0.116
3.641,0.004,0.118
3.642,0.004,0.119
3.643,0.004,0.121
3.644,0.004,0.123
3.645,0.004,0.125
3.646,0.004,0.127
3.647,0.005,0.128
3.648,0.005,0.13
3.649,0.005,0.132
3.65,0.005,0.134
3.651,0.005,0.136
3.652,0.005,0.137
3.653,0.005,0.139
3.654,0.005,0.141
3.655,0.006,0.143
3.656,0.006,0.145
3.657,0.006,0.146
3.658,0.006,0.148
3.659,0.006,0.15
3.66,0.006,0.152
3.661,0.007,0.154
3.662,0.007,0.155
3.663,0.007,0.157
3.664,0.007,0.159
3.665,0.007,0.161
3.666,0.007,0.163
3.667,0.007,0.165
3.668,0.008,0.166
3.669,0.008,0.168
3.67,0.008,0.17
3.671,0.008,0.172
3.672,0.008,0.174
3.673,0.009,0.175
3.674,0.009,0.177
3.675,0.009,0.179
3.676,0.009,0.181
3.677,0.009,0.183
3.678,0.009,0.184
3.679,0.01,0.186
3.68,0.01,0.188
3.681,0.01,0.19
3.682,0.01,0.192
3.683,0.01,0.193
3.684,0.011,0.195
3.685,0.011,0.197
3.686,0.011,0.199
3.687,0.011,0.201
3.688,0.011,0.202
3.689,0.012,0.204
3.69,0.012,0.206
3.691,0.012,0.208
3.692,0.012,0.21
3.693,0.012,0.212
3.694,0.013,0.213
3.695,0.013,0.215
3.696,0.013,0.217
3.697,0.013,0.219
3.698,0.013,0.221
3.699,0.014,0.222
3.7,0.014,0.224
3.701,0.014,0.226
3.702,0.014,0.228
3.703,0.015,0.23
3.704,0.015,0.231
3.705,0.015,0.233
3.706,0.015,0.235
3.707,0.016,0.237
3.708,0.016,0.239
3.709,0.016,0.24
3.71,0.016,0.242
3.711,0.016,0.244
3.712,0.017,0.246
3.713,0.017,0.248
3.714,0.017,0.249
3.715,0.017,0.251
3.716,0.018,0.253
3.717,0.018,0.255
3.718,0.018,0.257
3.719,0.018,0.259
3.72,0.019,0.26
3.721,0.019,0.262
3.722,0.019,0.264
3.723,0.02,0.266
3.724,0.02,0.268
3.725,0.02,0.269
3.726,0.02,0.271
3.727,0.021,0.273
3.728,0.021,0.275
3.729,0.021,0.277
3.73,0.021,0.278
3.731,0.022,0.28
3.732,0.022,0.282
3.733,0.022,0.284
3.734,0.023,0.286
3.735,0.023,0.287
3.736,0.023,0.289
3.737,0.023,0.291
3.738,0.024,0.293
3.739,0.024,0.295
3.74,0.024,0.296
3.741,0.025,0.298
3.742,0.025,0.3
3.743,0.025,0.302
3.744,0.026,0.304
3.745,0.026,0.306
3.746,0.026,0.307
3.747,0.026,0.309
3.748,0.027,0.311
3.749,0.027,0.313
3.75,0.027,0.315
3.751,0.028,0.316
3.752,0.028,0.318
3.753,0.028,0.32
3.754,0.029,0.322
3.755,0.029,0.324
3.756,0.029,0.325
3.757,0.03,0.327
3.758,0.03,0.329
3.759,0.03,0.331
3.76,0.031,0.333
3.761,0.031,0.334
3.762,0.031,0.336
3.763,0.032,0.338
3.764,0.032,0.34
3.765,0.032,0.342
3.766,0.033,0.343
3.767,0.033,0.345
3.768,0.033,0.347
3.769,0.034,0.349
3.77,0.034,0.351
3.771,0.034,0.353
3.772,0.035,0.354
3.773,0.035,0.356
3.774,0.035,0.358
3.775,0.036,0.36
3.776,0.036,0.362
3.777,0.037,0.363
3.778,0.037,0.365
3.779,0.037,0.367
3.78,0.038,0.369
3.781,0.038,0.371
3.782,0.038,0.372
3.783,0.039,0.374
3.784,0.039,0.376
3.785,0.039,0.378
3.786,0.04,0.38
3.787,0.04,0.381
3.788,0.041,0.383
3.789,0.041,0.385
3.79,0.041,0.387
3.791,0.042,0.389
3.792,0.042,0.391
3.793,0.043,0.392
3.794,0.043,0.394
3.795,0.043,0.396
3.796,0.044,0.398
3.797,0.044,0.4
3.798,0.045,0.401
3.799,0.045,0.403
3.8,0.045,0.405
3.801,0.046,0.407
3.802,0.046,0.409
3.803,0.047,0.41
3.804,0.047,0.412
3.805,0.047,0.414
3.806,0.048,0.416
3.807,0.048,0.418
3.808,0.049,0.419
3.809,0.049,0.421
3.81,0.049,0.423
3.811,0.05,0.425
3.812,0.05,0.427
3.813,0.051,0.428
3.814,0.051,0.43
3.815,0.052,0.432
3.816,0.052,0.434
3.817,0.053,0.436
3.818,0.053,0.438
3.819,0.053,0.439
3.82,0.054,0.441
3.821,0.054,0.443
3.822,0.055,0.445
3.823,0.055,0.447
3.824,0.056,0.448
3.825,0.056,0.45
3.826,0.056,0.452
3.827,0.057,0.454
3.828,0.057,0.456
3.829,0.058,0.457
3.83,0.058,0.459
3.831,0.059,0.461
3.832,0.059,0.463
3.833,0.06,0.465
3.834,0.06,0.466
3.835,0.061,0.468
3.836,0.061,0.47
3.837,0.062,0.472
3.838,0.062,0.474
3.839,0.063,0.475
3.84,0.063,0.477
3.841,0.063,0.479
3.842,0.064,0.481
3.843,0.064,0.483
3.844,0.065,0.485
3.845,0.065,0.486
3.846,0.066,0.488
3.847,0.066,0.49
3.848,0.067,0.492
3.849,0.067,0.494
3.85,0.068,0.495
3.851,0.068,0.497
3.852,0.069,0.499
3.853,0.069,0.501
3.854,0.07,0.503
3.855,0.07,0.504
3.856,0.071,0.506
3.857,0.071,0.508
3.858,0.072,0.51
3.859,0.072,0.512
3.86,0.073,0.513
3.861,0.073,0.515
3.862,0.074,0.517
3.863,0.074,0.519
3.864,0.075,0.521
3.865,0.075,0.522
3.866,0.076,0.524
3.867,0.077,0.526
3.868,0.077,0.528
3.869,0.078,0.53
3.87,0.078,0.532
3.871,0.079,0.533
3.872,0.079,0.535
3.873,0.08,0.537
3.874,0.08,0.539
3.875,0.081,0.541
3.876,0.081,0.542
3.877,0.082,0.544
3.878,0.082,0.546
3.879,0.083,0.548
3.88,0.084,0.55
3.881,0.084,0.551
3.882,0.085,0.553
3.883,0.085,0.555
3.884,0.086,0.557
3.885,0.086,0.559
3.886,0.087,0.56
3.887,0.087,0.562
3.888,0.088,0.564
3.889,0.089,0.566
3.89,0.089,0.568
3.891,0.09,0.569
3.892,0.09,0.571
3.893,0.091,0.573
3.894,0.091,0.575
3.895,0.092,0.577
3.896,0.093,0.579
3.897,0.093,0.58
3.898,0.094,0.582
3.899,0.094,0.584
3.9,0.095,0.586
3.901,0.095,0.588
3.902,0.096,0.589
3.903,0.097,0.591
3.904,0.097,0.593
3.905,0.098,0.595
3.906,0.098,0.597
3.907,0.099,0.598
3.908,0.1,0.6
3.909,0.1,0.602
3.91,0.101,0.604
3.911,0.101,0.606
3.912,0.102,0.607
3.913,0.103,0.609
3.914,0.103,0.611
3.915,0.104,0.613
3.916,0.104,0.615
3.917,0.105,0.616
3.918,0.106,0.618
3.919,0.106,0.62
3.92,0.107,0.622
3.921,0.108,0.624
3.922,0.108,0.626
3.923,0.109,0.627
3.924,0.109,0.629
3.925,0.11,0.631
3.926,0.111,0.633
3.927,0.111,0.635
3.928,0.112,0.636
3.929,0.113,0.638
3.93,0.113,0.64
3.931,0.114,0.642
3.932,0.115,0.644
3.933,0.115,0.645
3.934,0.116,0.647
3.935,0.117,0.649
3.936,0.117,0.651
3.937,0.118,0.653
3.938,0.118,0.654
3.939,0.119,0.656
3.94,0.12,0.658
3.941,0.12,0.66
3.942,0.121,0.662
3.943,0.122,0.663
3.944,0.122,0.665
3.945,0.123,0.667
3.946,0.124,0.669
3.947,0.124,0.671
3.948,0.125,0.673
3.949,0.126,0.674
3.95,0.126,0.676
3.951,0.127,0.678
3.952,0.128,0.68
3.953,0.128,0.682
3.954,0.129,0.683
3.955,0.13,0.685
3.956,0.131,0.687
3.957,0.131,0.689
3.958,0.132,0.691
3.959,0.133,0.692
3.96,0.133,0.694
3.961,0.134,0.696
3.962,0.135,0.698
3.963,0.135,0.7
3.964,0.136,0.701
3.965,0.137,0.703
3.966,0.137,0.705
3.967,0.138,0.707
3.968,0.139,0.709
3.969,0.14,0.71
3.97,0.14,0.712
3.971,0.141,0.714
3.972,0.142,0.716
3.973,0.142,0.718
3.974,0.143,0.72
3.975,0.144,0.721
3.976,0.145,0.723
3.977,0.145,0.725
3.978,0.146,0.727
3.979,0.147,0.729
3.98,0.148,0.73
3.981,0.148,0.732
3.982,0.149,0.734
3.983,0.15,0.736
3.984,0.15,0.738
3.985,0.151,0.739
3.986,0.152,0.741
3.987,0.153,0.743
3.988,0.153,0.745
3.989,0.154,0.747
3.99,0.155,0.748
3.991,0.156,0.75
3.992,0.156,0.752
3.993,0.157,0.754
3.994,0.158,0.756
3.995,0.159,0.757
3.996,0.159,0.759
3.997,0.16,0.761
3.998,0.161,0.763
3.999,0.162,0.765
4.0,0.163,0.767
4.001,0.163,0.768
4.002,0.164,0.77
4.003,0.165,0.772
4.004,0.166,0.774
4.005,0.166,0.776
4.006,0.167,0.777
4.007,0.168,0.779
4.008,0.169,0.781
4.009,0.169,0.783
4.01,0.17,0.785
4.011,0.171,0.786
4.012,0.172,0.788
4.013,0.173,0.79
4.014,0.173,0.792
4.015,0.174,0.794
4.016,0.175,0.795
4.017,0.176,0.797
4.018,0.177,0.799
4.019,0.177,0.801
4.02,0.178,0.803
4.021,0.179,0.805
4.022,0.18,0.806
4.023,0.181,0.808
4.024,0.181,0.81
4.025,0.182,0.812
4.026,0.183,0.814
4.027,0.184,0.815
4.028,0.185,0.817
4.029,0.185,0.819
4.03,0.186,0.821
4.031,0.187,0.823
4.032,0.188,0.824
4.033,0.189,0.826
4.034,0.19,0.828
4.035,0.19,0.83
4.036,0.191,0.832
4.037,0.192,0.833
4.038,0.193,0.835
4.039,0.194,0.837
4.04,0.195,0.839
4.041,0.195,0.841
4.042,0.196,0.842
4.043,0.197,0.844
4.044,0.198,0.846
4.045,0.199,0.848
4.046,0.2,0.85
4.047,0.201,0.852
4.048,0.201,0.853
4.049,0.202,0.855
4.05,0.203,0.857
4.051,0.204,0.859
4.052,0.205,0.861
4.053,0.206,0.862
4.054,0.207,0.864
4.055,0.207,0.866
4.056,0.208,0.868
4.057,0.209,0.87
4.058,0.21,0.871
4.059,0.211,0.873
4.06,0.212,0.875
4.061,0.213,0.877
4.062,0.214,0.879
4.063,0.214,0.88
4.064,0.215,0.882
4.065,0.216,0.884
4.066,0.217,0.886
4.067,0.218,0.888
4.068,0.219,0.889
4.069,0.22,0.891
4.07,0.221,0.893
4.071,0.221,0.895
4.072,0.222,0.897
4.073,0.223,0.899
4.074,0.224,0.9
4.075,0.225,0.902
4.076,0.226,0.904
4.077,0.227,0.906
4.078,0.228,0.908
4.079,0.229,0.909
4.08,0.23,0.911
4.081,0.231,0.913
4.082,0.231,0.915
4.083,0.232,0.917
4.084,0.233,0.918
4.085,0.234,0.92
4.086,0.235,0.922
4.087,0.236,0.924
4.088,0.237,0.926
4.089,0.238,0.927
4.09,0.239,0.929
4.091,0.24,0.931
4.092,0.241,0.933
4.093,0.242,0.935
4.094,0.243,0.936
4.095,0.243,0.938
4.096,0.244,0.94
4.097,0.245,0.942
4.098,0.246,0.944
4.099,0.247,0.946
4.1,0.248,0.947
4.101,0.249,0.949
4.102,0.25,0.951
4.103,0.251,0.953
4.104,0.252,0.955
4.105,0.253,0.956
4.106,0.254,0.958
4.107,0.255,0.96
4.108,0.256,0.962
4.109,0.257,0.964
4.11,0.258,0.965
4.111,0.259,0.967
4.112,0.26,0.969
4.113,0.261,0.971
4.114,0.262,0.973
4.115,0.263,0.974
4.116,0.264,0.976
4.117,0.265,0.978
4.118,0.266,0.98
4.119,0.267,0.982
4.12,0.268,0.983
4.121,0.268,0.985
4.122,0.269,0.987
4.123,0.27,0.989
4.124,0.271,0.991
4.125,0.272,0.993
4.126,0.273,0.994
4.127,0.274,0.996
4.128,0.275,0.998
4.129,0.276,1.0
4.13,0.277,1.002
4.131,0.278,1.003
4.132,0.279,1.005
4.133,0.28,1.007
4.134,0.281,1.009
4.135,0.282,1.011
4.136,0.283,1.012
4.137,0.284,1.014
4.138,0.286,1.016
4.139,0.287,1.018
4.14,0.288,1.02
4.141,0.289,1.021
4.142,0.29,1.023
4.143,0.291,1.025
4.144,0.292,1.027
4.145,0.293,1.029
4.146,0.294,1.03
4.147,0.295,1.032
4.148,0.296,1.034
4.149,0.297,1.036
4.15,0.298,1.038
4.151,0.299,1.04
4.152,0.3,1.041
4.153,0.301,1.043
4.154,0.302,1.045
4.155,0.303,1.047
4.156,0.304,1.049
4.157,0.305,1.05
4.158,0.306,1.052
4.159,0.307,1.054
4.16,0.308,1.056
4.161,0.309,1.058
4.162,0.31,1.059
4.163,0.311,1.061
4.164,0.313,1.063
4.165,0.314,1.065
4.166,0.315,1.067
4.167,0.316,1.068
4.168,0.317,1.07
4.169,0.318,1.072
4.17,0.319,1.074
4.171,0.32,1.076
4.172,0.321,1.077
4.173,0.322,1.079
4.174,0.323,1.081
4.175,0.324,1.083
4.176,0.325,1.085
4.177,0.327,1.087
4.178,0.328,1.088
4.179,0.329,1.09
4.18,0.33,1.092
4.181,0.331,1.094
4.182,0.332,1.096
4.183,0.333,1.097
4.184,0.334,1.099
4.185,0.335,1.101
4.186,0.336,1.103
4.187,0.337,1.105
4.188,0.339,1.106
4.189,0.34,1.108
4.19,0.341,1.11
4.191,0.342,1.112
4.192,0.343,1.114
4.193,0.344,1.115
4.194,0.345,1.117
4.195,0.346,1.119
4.196,0.347,1.121
4.197,0.349,1.123
4.198,0.35,1.124
4.199,0.351,1.126
4.2,0.352,1.128
4.201,0.353,1.13
4.202,0.354,1.132
4.203,0.355,1.134
4.204,0.356,1.135
4.205,0.358,1.137
4.206,0.359,1.139
4.207,0.36,1.141
4.208,0.361,1.143
4.209,0.362,1.144
4.21,0.363,1.146
4.211,0.364,1.148
4.212,0.366,1.15
4.213,0.367,1.152
4.214,0.368,1.153
4.215,0.369,1.155
4.216,0.37,1.157
4.217,0.371,1.159
4.218,0.373,1.161
4.219,0.374,1.162
4.22,0.375,1.164
4.221,0.376,1.166
4.222,0.377,1.168
4.223,0.378,1.17
4.224,0.38,1.172
4.225,0.381,1.173
4.226,0.382,1.175
4.227,0.383,1.177
4.228,0.384,1.179
4.229,0.385,1.181
4.23,0.387,1.182
4.231,0.388,1.184
4.232,0.389,1.186
4.233,0.39,1.188
4.234,0.391,1.19
4.235,0.393,1.191
4.236,0.394,1.193
4.237,0.395,1.195
4.238,0.396,1.197
4.239,0.397,1.199
4.24,0.399,1.2
4.241,0.4,1.202
4.242,0.401,1.204
4.243,0.402,1.206
4.244,0.403,1.208
4.245,0.405,1.209
4.246,0.406,1.211
4.247,0.407,1.213
4.248,0.0,0.01
4.249,0.0,0.02
4.25,0.0,0.029
4.251,0.0,0.039
4.252,0.0,0.049
4.253,0.0,0.059
4.254,0.0,0.069
4.255,0.0,0.078
4.256,0.0,0.088
4.257,0.0,0.098
4.258,0.001,0.108
4.259,0.001,0.118
4.26,0.001,0.128
4.261,0.001,0.137
4.262,0.001,0.147
4.263,0.001,0.157
4.264,0.001,0.167
4.265,0.002,0.177
4.266,0.002,0.186
4.267,0.002,0.196
4.268,0.002,0.206
4.269,0.002,0.216
4.27,0.003,0.226
4.271,0.003,0.235
4.272,0.003,0.245
4.273,0.003,0.255
4.274,0.004,0.265
4.275,0.004,0.275
4.276,0.004,0.284
4.277,0.004,0.294
4.278,0.005,0.304
4.279,0.005,0.314
4.28,0.005,0.324
4.281,0.006,0.334
4.282,0.006,0.343
4.283,0.006,0.353
4.284,0.007,0.363
4.285,0.007,0.373
4.286,0.007,0.383
4.287,0.008,0.392
4.288,0.008,0.402
4.289,0.009,0.412
4.29,0.009,0.422
4.291,0.009,0.432
4.292,0.01,0.441
4.293,0.01,0.451
4.294,0.011,0.461
4.295,0.011,0.471
4.296,0.012,0.481
4.297,0.012,0.491
4.298,0.013,0.5
4.299,0.013,0.51
4.3,0.014,0.52
4.301,0.014,0.53
4.302,0.015,0.54
4.303,0.015,0.549
4.304,0.016,0.559
4.305,0.017,0.569
4.306,0.017,0.579
4.307,0.018,0.589
4.308,0.018,0.598
4.309,0.019,0.608
4.31,0.019,0.618
4.311,0.02,0.628
4.312,0.021,0.638
4.313,0.021,0.647
4.314,0.022,0.657
4.315,0.023,0.667
4.316,0.023,0.677
4.317,0.024,0.687
4.318,0.025,0.697
4.319,0.025,0.706
4.32,0.026,0.716
4.321,0.027,0.726
4.322,0.028,0.736
4.323,0.028,0.746
4.324,0.029,0.755
4.325,0.03,0.765
4.326,0.031,0.775
4.327,0.031,0.785
4.328,0.032,0.795
4.329,0.033,0.804
4.33,0.034,0.814
4.331,0.035,0.824
4.332,0.035,0.834
4.333,0.036,0.844
4.334,0.037,0.853
4.335,0.038,0.863
4.336,0.039,0.873
4.337,0.04,0.883
4.338,0.041,0.893
4.339,0.042,0.903
4.34,0.042,0.912
4.341,0.043,0.922
4.342,0.044,0.932
4.343,0.045,0.942
4.344,0.046,0.952
4.345,0.047,0.961
4.346,0.048,0.971
4.347,0.049,0.981
4.348,0.05,0.991
4.349,0.0,0.002
4.35,0.0,0.004
4.351,0.0,0.005
4.352,0.0,0.007
4.353,0.0,0.009
4.354,0.0,0.011
4.355,0.0,0.013
4.356,0.0,0.014
4.357,0.0,0.016
4.358,0.0,0.018
4.359,0.0,0.02
4.36,0.0,0.022
4.361,0.0,0.024
4.362,0.0,0.025
4.363,0.0,0.027
4.364,0.0,0.029
4.365,0.0,0.031
4.366,0.0,0.033
4.367,0.0,0.034
4.368,0.0,0.036
4.369,0.0,0.038
4.37,0.0,0.04
4.371,0.0,0.042
4.372,0.001,0.043
4.373,0.001,0.045
4.374,0.001,0.047
4.375,0.001,0.049
4.376,0.001,0.051
4.377,0.001,0.052
4.378,0.001,0.054
4.379,0.001,0.056
4.38,0.001,0.058
4.381,0.001,0.06
4.382,0.001,0.061
4.383,0.001,0.063
4.384,0.001,0.065
4.385,0.001,0.067
4.386,0.001,0.069
4.387,0.001,0.071
4.388,0.001,0.072
4.389,0.002,0.074
4.39,0.002,0.076
4.391,0.002,0.078
4.392,0.002,0.08
4.393,0.002,0.081
4.394,0.002,0.083
4.395,0.002,0.085
4.396,0.002,0.087
4.397,0.002,0.089
4.398,0.002,0.09
4.399,0.002,0.092
4.4,0.002,0.094
4.401,0.003,0.096
4.402,0.003,0.098
4.403,0.003,0.099
4.404,0.003,0.101
4.405,0.003,0.103
4.406,0.003,0.105
4.407,0.003,0.107
4.408,0.003,0.108
4.409,0.003,0.11
4.41,0.003,0.112
4.411,0.004,0.114
4.412,0.004,0.116
4.413,0.004,0.118
4.414,0.004,0.119
4.415,0.004,0.121
4.416,0.004,0.123
4.417,0.004,0.125
4.418,0.004,0.127
4.419,0.005,0.128
4.42,0.005,0.13
4.421,0.005,0.132
4.422,0.005,0.134
4.423,0.005,0.136
4.424,0.005,0.137
4.425,0.005,0.139
4.426,0.005,0.141
4.427,0.006,0.143
4.428,0.006,0.145
4.429,0.006,0.146
4.43,0.006,0.148
4.431,0.006,0.15
4.432,0.006,0.152
4.433,0.007,0.154
4.434,0.007,0.155
4.435,0.007,0.157
4.436,0.007,0.159
4.437,0.007,0.161
4.438,0.007,0.163
4.439,0.007,0.165
4.44,0.008,0.166
4.441,0.008,0.168
4.442,0.008,0.17
4.443,0.008,0.172
4.444,0.008,0.174
4.445,0.009,0.175
4.446,0.009,0.177
4.447,0.009,0.179
4.448,0.009,0.181
4.449,0.009,0.183
4.45,0.009,0.184
4.451,0.01,0.186
4.452,0.01,0.188
4.453,0.01,0.19
4.454,0.01,0.192
4.455,0.01,0.193
4.456,0.011,0.195
4.457,0.011,0.197
4.458,0.011,0.199
4.459,0.011,0.201
4.46,0.011,0.202
4.461,0.012,0.204
4.462,0.012,0.206
4.463,0.012,0.208
4.464,0.012,0.21
4.465,0.012,0.212
4.466,0.013,0.213
4.467,0.013,0.215
4.468,0.013,0.217
4.469,0.013,0.219
4.47,0.013,0.221
4.471,0.014,0.222
4.472,0.014,0.224
4.473,0.014,0.226
4.474,0.014,0.228
4.475,0.015,0.23
4.476,0.015,0.231
4.477,0.015,0.233
4.478,0.015,0.235
4.479,0.016,0.237
4.48,0.016,0.239
4.481,0.016,0.24
4.482,0.016,0.242
4.483,0.016,0.244
4.484,0.017,0.246
4.485,0.017,0.248
4.486,0.017,0.249
4.487,0.017,0.251
4.488,0.018,0.253
4.489,0.018,0.255
4.49,0.018,0.257
4.491,0.018,0.259
4.492,0.019,0.26
4.493,0.019,0.262
4.494,0.019,0.264
4.495,0.02,0.266
4.496,0.02,0.268
4.497,0.02,0.269
4.498,0.02,0.271
4.499,0.021,0.273
4.5,0.021,0.275
4.501,0.021,0.277
4.502,0.021,0.278
4.503,0.022,0.28
4.504,0.022,0.282
4.505,0.022,0.284
4.506,0.023,0.286
4.507,0.023,0.287
4.508,0.023,0.289
4.509,0.023,0.291
4.51,0.024,0.293
4.511,0.024,0.295
4.512,0.024,0.296
4.513,0.025,0.298
4.514,0.025,0.3
4.515,0.025,0.302
4.516,0.026,0.304
4.517,0.026,0.306
4.518,0.026,0.307
4.519,0.026,0.309
4.52,0.027,0.311
4.521,0.027,0.313
4.522,0.027,0.315
4.523,0.028,0.316
4.524,0.028,0.318
4.525,0.028,0.32
4.526,0.029,0.322
4.527,0.029,0.324
4.528,0.029,0.325
4.529,0.03,0.327
4.53,0.03,0.329
4.531,0.03,0.331
4.532,0.031,0.333
4.533,0.031,0.334
4.534,0.031,0.336
4.535,0.032,0.338
4.536,0.032,0.34
4.537,0.032,0.342
4.538,0.033,0.343
4.539,0.033,0.345
4.54,0.033,0.347
4.541,0.034,0.349
4.542,0.034,0.351
4.543,0.034,0.353
4.544,0.035,0.354
4.545,0.035,0.356
4.546,0.035,0.358
4.547,0.036,0.36
4.548,0.036,0.362
4.549,0.037,0.363
4.55,0.037,0.365
4.551,0.037,0.367
4.552,0.038,0.369
4.553,0.038,0.371
4.554,0.038,0.372
4.555,0.039,0.374
4.556,0.039,0.376
4.557,0.039,0.378
4.558,0.04,0.38
4.559,0.04,0.381
4.56,0.041,0.383
4.561,0.041,0.385
4.562,0.041,0.387
4.563,0.042,0.389
4.564,0.042,0.391
4.565,0.043,0.392
4.566,0.043,0.394
4.567,0.043,0.396
4.568,0.044,0.398
4.569,0.044,0.4
4.57,0.045,0.401
4.571,0.045,0.403
4.572,0.045,0.405
4.573,0.046,0.407
4.574,0.046,0.409
4.575,0.047,0.41
4.576,0.047,0.412
4.577,0.047,0.414
4.578,0.048,0.416
4.579,0.048,0.418
4.58,0.049,0.419
4.581,0.049,0.421
4.582,0.049,0.423
4.583,0.05,0.425
4.584,0.05,0.427
4.585,0.051,0.428
4.586,0.051,0.43
4.587,0.052,0.432
4.588,0.052,0.434
4.589,0.053,0.436
4.59,0.053,0.438
4.591,0.053,0.439
4.592,0.054,0.441
4.593,0.054,0.443
4.594,0.055,0.445
4.595,0.055,0.447
4.596,0.056,0.448
4.597,0.056,0.45
4.598,0.056,0.452
4.599,0.057,0.454
4.6,0.057,0.456
4.601,0.058,0.457
4.602,0.058,0.459
4.603,0.059,0.461
4.604,0.059,0.463
4.605,0.06,0.465
4.606,0.06,0.466
4.607,0.061,0.468
4.608,0.061,0.47
4.609,0.062,0.472
4.61,0.062,0.474
4.611,0.063,0.475
4.612,0.063,0.477
4.613,0.063,0.479
4.614,0.064,0.481
4.615,0.064,0.483
4.616,0.065,0.485
4.617,0.065,0.486
4.618,0.066,0.488
4.619,0.066,0.49
4.62,0.067,0.492
4.621,0.067,0.494
4.622,0.068,0.495
4.623,0.068,0.497
4.624,0.069,0.499
4.625,0.069,0.501
4.626,0.07,0.503
4.627,0.07,0.504
4.628,0.071,0.506
4.629,0.071,0.508
4.63,0.072,0.51
4.631,0.072,0.512
4.632,0.073,0.513
4.633,0.073,0.515
4.634,0.074,0.517
4.635,0.074,0.519
4.636,0.075,0.521
4.637,0.075,0.522
4.638,0.076,0.524
4.639,0.077,0.526
4.64,0.077,0.528
4.641,0.078,0.53
4.642,0.078,0.532
4.643,0.079,0.533
4.644,0.079,0.535
4.645,0.08,0.537
4.646,0.08,0.539
4.647,0.081,0.541
4.648,0.081,0.542
4.649,0.082,0.544
4.65,0.082,0.546
4.651,0.083,0.548
4.652,0.084,0.55
4.653,0.084,0.551
4.654,0.085,0.553
4.655,0.085,0.555
4.656,0.086,0.557
4.657,0.086,0.559
4.658,0.087,0.56
4.659,0.087,0.562
4.66,0.088,0.564
4.661,0.089,0.566
4.662,0.089,0.568
4.663,0.09,0.569
4.664,0.09,0.571
4.665,0.091,0.573
4.666,0.091,0.575
4.667,0.092,0.577
4.668,0.093,0.579
4.669,0.093,0.58
4.67,0.094,0.582
4.671,0.094,0.584
4.672,0.095,0.586
4.673,0.095,0.588
4.674,0.096,0.589
4.675,0.097,0.591
4.676,0.097,0.593
4.677,0.098,0.595
4.678,0.098,0.597
4.679,0.099,0.598
4.68,0.1,0.6
4.681,0.1,0.602
4.682,0.101,0.604
4.683,0.101,0.606
4.684,0.102,0.607
4.685,0.103,0.609
4.686,0.103,0.611
4.687,0.104,0.613
4.688,0.104,0.615
4.689,0.105,0.616
4.69,0.106,0.618
4.691,0.106,0.62
4.692,0.107,0.622
4.693,0.108,0.624
4.694,0.108,0.626
4.695,0.109,0.627
4.696,0.109,0.629
4.697,0.11,0.631
4.698,0.111,0.633
4.699,0.111,0.635
4.7,0.112,0.636
4.701,0.113,0.638
4.702,0.113,0.64
4.703,0.114,0.642
4.704,0.115,0.644
4.705,0.115,0.645
4.706,0.116,0.647
4.707,0.117,0.649
4.708,0.117,0.651
4.709,0.118,0.653
4.71,0.118,0.654
4.711,0.119,0.656
4.712,0.12,0.658
4.713,0.12,0.66
4.714,0.121,0.662
4.715,0.122,0.663
4.716,0.122,0.665
4.717,0.123,0.667
4.718,0.124,0.669
4.719,0.124,0.671
4.72,0.125,0.673
4.721,0.126,0.674
4.722,0.126,0.676
4.723,0.127,0.678
4.724,0.128,0.68
4.725,0.128,0.682
4.726,0.129,0.683
4.727,0.13,0.685
4.728,0.131,0.687
4.729,0.131,0.689
4.73,0.132,0.691
4.731,0.133,0.692
4.732,0.133,0.694
4.733,0.134,0.696
4.734,0.135,0.698
4.735,0.135,0.7
4.736,0.136,0.701
4.737,0.137,0.703
4.738,0.137,0.705
4.739,0.138,0.707
4.74,0.139,0.709
4.741,0.14,0.71
4.742,0.14,0.712
4.743,0.141,0.714
4.744,0.142,0.716
4.745,0.142,0.718
4.746,0.143,0.72
4.747,0.144,0.721
4.748,0.145,0.723
4.749,0.145,0.725
4.75,0.146,0.727
4.751,0.147,0.729
4.752,0.148,0.73
4.753,0.148,0.732
4.754,0.149,0.734
4.755,0.15,0.736
4.756,0.15,0.738
4.757,0.151,0.739
4.758,0.152,0.741
4.759,0.153,0.743
4.76,0.153,0.745
4.761,0.154,0.747
4.762,0.155,0.748
4.763,0.156,0.75
4.764,0.156,0.752
4.765,0.157,0.754
4.766,0.158,0.756
4.767,0.159,0.757
4.768,0.159,0.759
